Year,Port Name,Direction,Cargo Group Name,Tonnage,Published Port Lat,Published Port Long
2002,Hull,Inwards,All Cargo,7023,53.743659,-0.33823852
2002,Hull,Inwards,Dry Bulk,1176,53.743659,-0.33823852
2002,Hull,Inwards,Liquid Bulk,1300,53.743659,-0.33823852
2002,Hull,Inwards,Lo-Lo,800,53.743659,-0.33823852
2002,Hull,Inwards,Main Freight,2674,53.743659,-0.33823852
2002,Hull,Inwards,Other General Cargo,1355,53.743659,-0.33823852
2002,Hull,Inwards,Ro-Ro Non-SP,2002,53.743659,-0.33823852
2002,Hull,Inwards,Ro-Ro Self-Prop,390,53.743659,-0.33823852
2002,Hull,Outwards,All Cargo,3275,53.743659,-0.33823852
2002,Hull,Outwards,Dry Bulk,247,53.743659,-0.33823852
2002,Hull,Outwards,Liquid Bulk,1332,53.743659,-0.33823852
2002,Hull,Outwards,Lo-Lo,272,53.743659,-0.33823852
2002,Hull,Outwards,Main Freight,1482,53.743659,-0.33823852
2002,Hull,Outwards,Other General Cargo,176,53.743659,-0.33823852
2002,Hull,Outwards,Ro-Ro Non-SP,946,53.743659,-0.33823852
2002,Hull,Outwards,Ro-Ro Self-Prop,303,53.743659,-0.33823852
2002,Ipswich,Inwards,All Cargo,2426,52.0579324,1.1528095
2002,Ipswich,Inwards,Dry Bulk,978,52.0579324,1.1528095
2002,Ipswich,Inwards,Liquid Bulk,474,52.0579324,1.1528095
2002,Ipswich,Inwards,Lo-Lo,337,52.0579324,1.1528095
2002,Ipswich,Inwards,Main Freight,746,52.0579324,1.1528095
2002,Ipswich,Inwards,Other General Cargo,227,52.0579324,1.1528095
2002,Ipswich,Inwards,Ro-Ro Non-SP,367,52.0579324,1.1528095
2002,Ipswich,Inwards,Ro-Ro Self-Prop,42,52.0579324,1.1528095
2002,Ipswich,Outwards,All Cargo,910,52.0579324,1.1528095
2002,Ipswich,Outwards,Dry Bulk,587,52.0579324,1.1528095
2002,Ipswich,Outwards,Liquid Bulk,12,52.0579324,1.1528095
2002,Ipswich,Outwards,Lo-Lo,47,52.0579324,1.1528095
2002,Ipswich,Outwards,Main Freight,294,52.0579324,1.1528095
2002,Ipswich,Outwards,Other General Cargo,17,52.0579324,1.1528095
2002,Ipswich,Outwards,Ro-Ro Non-SP,229,52.0579324,1.1528095
2002,Ipswich,Outwards,Ro-Ro Self-Prop,18,52.0579324,1.1528095
2002,Kilroot Power Station Jetty,Inwards,All Cargo,1054,54.7321574,-5.7664992
2002,Kilroot Power Station Jetty,Inwards,Dry Bulk,1054,54.7321574,-5.7664992
2002,Larne,Inwards,All Cargo,2212,54.8508458,-5.8183116
2002,Larne,Inwards,Dry Bulk,23,54.8508458,-5.8183116
2002,Larne,Inwards,Main Freight,2031,54.8508458,-5.8183116
2002,Larne,Inwards,Ro-Ro Non-SP,1314,54.8508458,-5.8183116
2002,Larne,Inwards,Ro-Ro Self-Prop,876,54.8508458,-5.8183116
2002,Larne,Outwards,All Cargo,2083,54.8508458,-5.8183116
2002,Larne,Outwards,Main Freight,1989,54.8508458,-5.8183116
2002,Larne,Outwards,Ro-Ro Non-SP,1182,54.8508458,-5.8183116
2002,Larne,Outwards,Ro-Ro Self-Prop,900,54.8508458,-5.8183116
2002,Liverpool,Inwards,All Cargo,23232,53.435409,-3.0044427
2002,Liverpool,Inwards,Dry Bulk,6065,53.435409,-3.0044427
2002,Liverpool,Inwards,Liquid Bulk,12184,53.435409,-3.0044427
2002,Liverpool,Inwards,Lo-Lo,1730,53.435409,-3.0044427
2002,Liverpool,Inwards,Main Freight,4050,53.435409,-3.0044427
2002,Liverpool,Inwards,Other General Cargo,925,53.435409,-3.0044427
2002,Liverpool,Inwards,Ro-Ro Non-SP,1634,53.435409,-3.0044427
2002,Liverpool,Inwards,Ro-Ro Self-Prop,693,53.435409,-3.0044427
2002,Liverpool,Outwards,All Cargo,7181,53.435409,-3.0044427
2002,Liverpool,Outwards,Dry Bulk,2105,53.435409,-3.0044427
2002,Liverpool,Outwards,Liquid Bulk,208,53.435409,-3.0044427
2002,Liverpool,Outwards,Lo-Lo,1892,53.435409,-3.0044427
2002,Liverpool,Outwards,Main Freight,4806,53.435409,-3.0044427
2002,Liverpool,Outwards,Other General Cargo,21,53.435409,-3.0044427
2002,Liverpool,Outwards,Ro-Ro Non-SP,2190,53.435409,-3.0044427
2002,Liverpool,Outwards,Ro-Ro Self-Prop,765,53.435409,-3.0044427
2002,London,Inwards,All Cargo,42413,51.50694,-0.072797405
2002,London,Inwards,Dry Bulk,14865,51.50694,-0.072797405
2002,London,Inwards,Liquid Bulk,16379,51.50694,-0.072797405
2002,London,Inwards,Lo-Lo,4615,51.50694,-0.072797405
2002,London,Inwards,Main Freight,7609,51.50694,-0.072797405
2002,London,Inwards,Other General Cargo,2987,51.50694,-0.072797405
2002,London,Inwards,Ro-Ro Non-SP,2935,51.50694,-0.072797405
2002,London,Inwards,Ro-Ro Self-Prop,632,51.50694,-0.072797405
2002,London,Outwards,All Cargo,8772,51.50694,-0.072797405
2002,London,Outwards,Dry Bulk,1397,51.50694,-0.072797405
2002,London,Outwards,Liquid Bulk,2370,51.50694,-0.072797405
2002,London,Outwards,Lo-Lo,2700,51.50694,-0.072797405
2002,London,Outwards,Main Freight,4406,51.50694,-0.072797405
2002,London,Outwards,Other General Cargo,267,51.50694,-0.072797405
2002,London,Outwards,Ro-Ro Non-SP,1672,51.50694,-0.072797405
2002,London,Outwards,Ro-Ro Self-Prop,367,51.50694,-0.072797405
2002,Londonderry,Inwards,All Cargo,1022,54.9978678,-7.3213056
2002,Londonderry,Inwards,Dry Bulk,721,54.9978678,-7.3213056
2002,Londonderry,Inwards,Liquid Bulk,288,54.9978678,-7.3213056
2002,Londonderry,Inwards,Other General Cargo,12,54.9978678,-7.3213056
2002,Londonderry,Outwards,All Cargo,42,54.9978678,-7.3213056
2002,Londonderry,Outwards,Dry Bulk,37,54.9978678,-7.3213056
2002,Londonderry,Outwards,Other General Cargo,6,54.9978678,-7.3213056
2002,Manchester,Inwards,All Cargo,2517,53.472005,-2.2985689
2002,Manchester,Inwards,Dry Bulk,784,53.472005,-2.2985689
2002,Manchester,Inwards,Liquid Bulk,1675,53.472005,-2.2985689
2002,Manchester,Inwards,Other General Cargo,59,53.472005,-2.2985689
2002,Manchester,Outwards,All Cargo,3762,53.472005,-2.2985689
2002,Manchester,Outwards,Dry Bulk,479,53.472005,-2.2985689
2002,Manchester,Outwards,Liquid Bulk,3259,53.472005,-2.2985689
2002,Manchester,Outwards,Other General Cargo,23,53.472005,-2.2985689
2002,Medway,Inwards,All Cargo,12691,51.406817,0.54407446
2002,Medway,Inwards,Dry Bulk,6593,51.406817,0.54407446
2002,Medway,Inwards,Liquid Bulk,1002,51.406817,0.54407446
2002,Medway,Inwards,Lo-Lo,1920,51.406817,0.54407446
2002,Medway,Inwards,Main Freight,1920,51.406817,0.54407446
2002,Medway,Inwards,Other General Cargo,2782,51.406817,0.54407446
2002,Medway,Inwards,Ro-Ro Non-SP,0,51.406817,0.54407446
2002,Medway,Inwards,Ro-Ro Self-Prop,396,51.406817,0.54407446
2002,Medway,Outwards,All Cargo,2149,51.406817,0.54407446
2002,Medway,Outwards,Dry Bulk,353,51.406817,0.54407446
2002,Medway,Outwards,Liquid Bulk,0,51.406817,0.54407446
2002,Medway,Outwards,Lo-Lo,1637,51.406817,0.54407446
2002,Medway,Outwards,Main Freight,1637,51.406817,0.54407446
2002,Medway,Outwards,Other General Cargo,104,51.406817,0.54407446
2002,Medway,Outwards,Ro-Ro Non-SP,0,51.406817,0.54407446
2002,Medway,Outwards,Ro-Ro Self-Prop,55,51.406817,0.54407446
2002,Milford Haven,Inwards,All Cargo,19692,51.705196,-5.01372
2002,Milford Haven,Inwards,Dry Bulk,31,51.705196,-5.01372
2002,Milford Haven,Inwards,Liquid Bulk,19230,51.705196,-5.01372
2002,Milford Haven,Inwards,Main Freight,418,51.705196,-5.01372
2002,Milford Haven,Inwards,Other General Cargo,11,51.705196,-5.01372
2002,Milford Haven,Inwards,Ro-Ro Non-SP,160,51.705196,-5.01372
2002,Milford Haven,Inwards,Ro-Ro Self-Prop,260,51.705196,-5.01372
2002,Milford Haven,Outwards,All Cargo,14852,51.705196,-5.01372
2002,Milford Haven,Outwards,Liquid Bulk,14472,51.705196,-5.01372
2002,Milford Haven,Outwards,Main Freight,342,51.705196,-5.01372
2002,Milford Haven,Outwards,Other General Cargo,26,51.705196,-5.01372
2002,Milford Haven,Outwards,Ro-Ro Non-SP,165,51.705196,-5.01372
2002,Milford Haven,Outwards,Ro-Ro Self-Prop,190,51.705196,-5.01372
2002,Newhaven,Inwards,All Cargo,657,55.9803295,-3.1948191
2002,Newhaven,Inwards,Dry Bulk,461,55.9803295,-3.1948191
2002,Newhaven,Inwards,Main Freight,194,55.9803295,-3.1948191
2002,Newhaven,Inwards,Other General Cargo,2,55.9803295,-3.1948191
2002,Newhaven,Inwards,Ro-Ro Non-SP,0,55.9803295,-3.1948191
2002,Newhaven,Inwards,Ro-Ro Self-Prop,194,55.9803295,-3.1948191
2002,Newhaven,Outwards,All Cargo,206,55.9803295,-3.1948191
2002,Newhaven,Outwards,Dry Bulk,55,55.9803295,-3.1948191
2002,Newhaven,Outwards,Main Freight,106,55.9803295,-3.1948191
2002,Newhaven,Outwards,Other General Cargo,44,55.9803295,-3.1948191
2002,Newhaven,Outwards,Ro-Ro Non-SP,0,55.9803295,-3.1948191
2002,Newhaven,Outwards,Ro-Ro Self-Prop,106,55.9803295,-3.1948191
2002,Newport,Inwards,All Cargo,2370,51.569349,-2.9918778
2002,Newport,Inwards,Dry Bulk,899,51.569349,-2.9918778
2002,Newport,Inwards,Liquid Bulk,0,51.569349,-2.9918778
2002,Newport,Inwards,Lo-Lo,0,51.569349,-2.9918778
2002,Newport,Inwards,Main Freight,0,51.569349,-2.9918778
2002,Newport,Inwards,Other General Cargo,1470,51.569349,-2.9918778
2002,Newport,Outwards,All Cargo,741,51.569349,-2.9918778
2002,Newport,Outwards,Dry Bulk,0,51.569349,-2.9918778
2002,Newport,Outwards,Lo-Lo,1,51.569349,-2.9918778
2002,Newport,Outwards,Main Freight,1,51.569349,-2.9918778
2002,Newport,Outwards,Other General Cargo,740,51.569349,-2.9918778
2002,Orkney,Inwards,All Cargo,6115,58.985524,-2.9601733
2002,Orkney,Inwards,Dry Bulk,38,58.985524,-2.9601733
2002,Orkney,Inwards,Liquid Bulk,5960,58.985524,-2.9601733
2002,Orkney,Inwards,Lo-Lo,29,58.985524,-2.9601733
2002,Orkney,Inwards,Main Freight,82,58.985524,-2.9601733
2002,Orkney,Inwards,Other General Cargo,33,58.985524,-2.9601733
2002,Orkney,Inwards,Ro-Ro Non-SP,20,58.985524,-2.9601733
2002,Orkney,Inwards,Ro-Ro Self-Prop,34,58.985524,-2.9601733
2002,Orkney,Outwards,All Cargo,12697,58.985524,-2.9601733
2002,Orkney,Outwards,Dry Bulk,18,58.985524,-2.9601733
2002,Orkney,Outwards,Liquid Bulk,12627,58.985524,-2.9601733
2002,Orkney,Outwards,Lo-Lo,13,58.985524,-2.9601733
2002,Orkney,Outwards,Main Freight,47,58.985524,-2.9601733
2002,Orkney,Outwards,Other General Cargo,4,58.985524,-2.9601733
2002,Orkney,Outwards,Ro-Ro Non-SP,10,58.985524,-2.9601733
2002,Orkney,Outwards,Ro-Ro Self-Prop,25,58.985524,-2.9601733
2002,Peterhead,Inwards,All Cargo,845,57.50212142,-1.777763824
2002,Peterhead,Inwards,Dry Bulk,41,57.50212142,-1.777763824
2002,Peterhead,Inwards,Liquid Bulk,638,57.50212142,-1.777763824
2002,Peterhead,Inwards,Other General Cargo,166,57.50212142,-1.777763824
2002,Peterhead,Outwards,All Cargo,498,57.50212142,-1.777763824
2002,Peterhead,Outwards,Dry Bulk,137,57.50212142,-1.777763824
2002,Peterhead,Outwards,Liquid Bulk,97,57.50212142,-1.777763824
2002,Peterhead,Outwards,Other General Cargo,263,57.50212142,-1.777763824
2002,Plymouth,Inwards,All Cargo,1466,50.363939,-4.1232057
2002,Plymouth,Inwards,Dry Bulk,272,50.363939,-4.1232057
2002,Plymouth,Inwards,Liquid Bulk,1150,50.363939,-4.1232057
2002,Plymouth,Inwards,Main Freight,39,50.363939,-4.1232057
2002,Plymouth,Inwards,Other General Cargo,5,50.363939,-4.1232057
2002,Plymouth,Inwards,Ro-Ro Non-SP,3,50.363939,-4.1232057
2002,Plymouth,Inwards,Ro-Ro Self-Prop,37,50.363939,-4.1232057
2002,Plymouth,Outwards,All Cargo,388,50.363939,-4.1232057
2002,Plymouth,Outwards,Dry Bulk,357,50.363939,-4.1232057
2002,Plymouth,Outwards,Liquid Bulk,0,50.363939,-4.1232057
2002,Plymouth,Outwards,Main Freight,30,50.363939,-4.1232057
2002,Plymouth,Outwards,Other General Cargo,0,50.363939,-4.1232057
2002,Plymouth,Outwards,Ro-Ro Non-SP,2,50.363939,-4.1232057
2002,Plymouth,Outwards,Ro-Ro Self-Prop,28,50.363939,-4.1232057
2002,Poole,Inwards,All Cargo,1074,50.7179472,-1.981521
2002,Poole,Inwards,Dry Bulk,71,50.7179472,-1.981521
2002,Poole,Inwards,Liquid Bulk,227,50.7179472,-1.981521
2002,Poole,Inwards,Lo-Lo,0,50.7179472,-1.981521
2002,Poole,Inwards,Main Freight,585,50.7179472,-1.981521
2002,Poole,Inwards,Other General Cargo,190,50.7179472,-1.981521
2002,Poole,Inwards,Ro-Ro Non-SP,105,50.7179472,-1.981521
2002,Poole,Inwards,Ro-Ro Self-Prop,479,50.7179472,-1.981521
2002,Poole,Outwards,All Cargo,724,50.7179472,-1.981521
2002,Poole,Outwards,Dry Bulk,183,50.7179472,-1.981521
2002,Poole,Outwards,Main Freight,534,50.7179472,-1.981521
2002,Poole,Outwards,Other General Cargo,8,50.7179472,-1.981521
2002,Poole,Outwards,Ro-Ro Non-SP,96,50.7179472,-1.981521
2002,Poole,Outwards,Ro-Ro Self-Prop,438,50.7179472,-1.981521
2002,Port Talbot,Inwards,All Cargo,4884,51.5952353,-3.7824148
2002,Port Talbot,Inwards,Dry Bulk,4884,51.5952353,-3.7824148
2002,Port Talbot,Inwards,Other General Cargo,0,51.5952353,-3.7824148
2002,Port Talbot,Outwards,All Cargo,87,51.5952353,-3.7824148
2002,Port Talbot,Outwards,Dry Bulk,87,51.5952353,-3.7824148
2002,Port Talbot,Outwards,Other General Cargo,0,51.5952353,-3.7824148
2002,Portsmouth,Inwards,All Cargo,2734,50.800031,-1.0906023
2002,Portsmouth,Inwards,Dry Bulk,351,50.800031,-1.0906023
2002,Portsmouth,Inwards,Liquid Bulk,2,50.800031,-1.0906023
2002,Portsmouth,Inwards,Lo-Lo,34,50.800031,-1.0906023
2002,Portsmouth,Inwards,Main Freight,1964,50.800031,-1.0906023
2002,Portsmouth,Inwards,Other General Cargo,408,50.800031,-1.0906023
2002,Portsmouth,Inwards,Ro-Ro Non-SP,688,50.800031,-1.0906023
2002,Portsmouth,Inwards,Ro-Ro Self-Prop,1250,50.800031,-1.0906023
2002,Portsmouth,Outwards,All Cargo,1631,50.800031,-1.0906023
2002,Portsmouth,Outwards,Dry Bulk,0,50.800031,-1.0906023
2002,Portsmouth,Outwards,Lo-Lo,143,50.800031,-1.0906023
2002,Portsmouth,Outwards,Main Freight,1436,50.800031,-1.0906023
2002,Portsmouth,Outwards,Other General Cargo,164,50.800031,-1.0906023
2002,Portsmouth,Outwards,Ro-Ro Non-SP,427,50.800031,-1.0906023
2002,Portsmouth,Outwards,Ro-Ro Self-Prop,897,50.800031,-1.0906023
2002,Ramsgate,Inwards,All Cargo,1129,51.3334726,1.4196476
2002,Ramsgate,Inwards,Dry Bulk,0,51.3334726,1.4196476
2002,Ramsgate,Inwards,Main Freight,1128,51.3334726,1.4196476
2002,Ramsgate,Inwards,Ro-Ro Non-SP,208,51.3334726,1.4196476
2002,Ramsgate,Inwards,Ro-Ro Self-Prop,920,51.3334726,1.4196476
2002,Ramsgate,Outwards,All Cargo,720,51.3334726,1.4196476
2002,Ramsgate,Outwards,Main Freight,720,51.3334726,1.4196476
2002,Ramsgate,Outwards,Ro-Ro Non-SP,108,51.3334726,1.4196476
2002,Ramsgate,Outwards,Ro-Ro Self-Prop,612,51.3334726,1.4196476
2002,River Trent,Inwards,All Cargo,1762,53.618215,-0.701437
2002,River Trent,Inwards,Dry Bulk,657,53.618215,-0.701437
2002,River Trent,Inwards,Liquid Bulk,13,53.618215,-0.701437
2002,River Trent,Inwards,Other General Cargo,1091,53.618215,-0.701437
2002,River Trent,Outwards,All Cargo,584,53.618215,-0.701437
2002,River Trent,Outwards,Dry Bulk,262,53.618215,-0.701437
2002,River Trent,Outwards,Liquid Bulk,25,53.618215,-0.701437
2002,River Trent,Outwards,Other General Cargo,297,53.618215,-0.701437
2002,Rivers Hull & Humber,Inwards,All Cargo,8668,53.7124015,-0.3652257
2002,Rivers Hull & Humber,Inwards,Dry Bulk,307,53.7124015,-0.3652257
2002,Rivers Hull & Humber,Inwards,Liquid Bulk,8172,53.7124015,-0.3652257
2002,Rivers Hull & Humber,Inwards,Other General Cargo,189,53.7124015,-0.3652257
2002,Rivers Hull & Humber,Outwards,All Cargo,233,53.7124015,-0.3652257
2002,Rivers Hull & Humber,Outwards,Dry Bulk,233,53.7124015,-0.3652257
2002,Rivers Hull & Humber,Outwards,Other General Cargo,0,53.7124015,-0.3652257
2002,Shoreham,Inwards,All Cargo,1605,50.829991,-0.27164288
2002,Shoreham,Inwards,Dry Bulk,1141,50.829991,-0.27164288
2002,Shoreham,Inwards,Liquid Bulk,184,50.829991,-0.27164288
2002,Shoreham,Inwards,Lo-Lo,1,50.829991,-0.27164288
2002,Shoreham,Inwards,Main Freight,1,50.829991,-0.27164288
2002,Shoreham,Inwards,Other General Cargo,278,50.829991,-0.27164288
2002,Shoreham,Outwards,All Cargo,181,50.829991,-0.27164288
2002,Shoreham,Outwards,Dry Bulk,127,50.829991,-0.27164288
2002,Shoreham,Outwards,Lo-Lo,2,50.829991,-0.27164288
2002,Shoreham,Outwards,Main Freight,2,50.829991,-0.27164288
2002,Shoreham,Outwards,Other General Cargo,52,50.829991,-0.27164288
2002,Shoreham,Outwards,Ro-Ro Self-Prop,0,50.829991,-0.27164288
2002,Southampton,Inwards,All Cargo,22348,50.884755,-1.3935095
2002,Southampton,Inwards,Dry Bulk,1873,50.884755,-1.3935095
2002,Southampton,Inwards,Liquid Bulk,16456,50.884755,-1.3935095
2002,Southampton,Inwards,Lo-Lo,3665,50.884755,-1.3935095
2002,Southampton,Inwards,Main Freight,3677,50.884755,-1.3935095
2002,Southampton,Inwards,Other General Cargo,9,50.884755,-1.3935095
2002,Southampton,Inwards,Ro-Ro Non-SP,23,50.884755,-1.3935095
2002,Southampton,Inwards,Ro-Ro Self-Prop,322,50.884755,-1.3935095
2002,Southampton,Outwards,All Cargo,11808,50.884755,-1.3935095
2002,Southampton,Outwards,Dry Bulk,587,50.884755,-1.3935095
2002,Southampton,Outwards,Liquid Bulk,6849,50.884755,-1.3935095
2002,Southampton,Outwards,Lo-Lo,3351,50.884755,-1.3935095
2002,Southampton,Outwards,Main Freight,3353,50.884755,-1.3935095
2002,Southampton,Outwards,Other General Cargo,153,50.884755,-1.3935095
2002,Southampton,Outwards,Ro-Ro Non-SP,27,50.884755,-1.3935095
2002,Southampton,Outwards,Ro-Ro Self-Prop,840,50.884755,-1.3935095
2002,Stranraer,Inwards,All Cargo,694,54.9044332,-5.026204
2002,Stranraer,Inwards,Main Freight,694,54.9044332,-5.026204
2002,Stranraer,Inwards,Ro-Ro Non-SP,134,54.9044332,-5.026204
2002,Stranraer,Inwards,Ro-Ro Self-Prop,560,54.9044332,-5.026204
2002,Stranraer,Outwards,All Cargo,579,54.9044332,-5.026204
2002,Stranraer,Outwards,Main Freight,579,54.9044332,-5.026204
2002,Stranraer,Outwards,Ro-Ro Non-SP,109,54.9044332,-5.026204
2002,Stranraer,Outwards,Ro-Ro Self-Prop,470,54.9044332,-5.026204
2002,Sullom Voe,Inwards,All Cargo,6156,60.461042,-1.296343
2002,Sullom Voe,Inwards,Liquid Bulk,6156,60.461042,-1.296343
2002,Sullom Voe,Outwards,All Cargo,23219,60.461042,-1.296343
2002,Sullom Voe,Outwards,Dry Bulk,0,60.461042,-1.296343
2002,Sullom Voe,Outwards,Liquid Bulk,23220,60.461042,-1.296343
2002,Sunderland,Inwards,All Cargo,538,54.9058512,-1.3828727
2002,Sunderland,Inwards,Dry Bulk,9,54.9058512,-1.3828727
2002,Sunderland,Inwards,Liquid Bulk,378,54.9058512,-1.3828727
2002,Sunderland,Inwards,Lo-Lo,0,54.9058512,-1.3828727
2002,Sunderland,Inwards,Main Freight,0,54.9058512,-1.3828727
2002,Sunderland,Inwards,Other General Cargo,151,54.9058512,-1.3828727
2002,Sunderland,Outwards,All Cargo,391,54.9058512,-1.3828727
2002,Sunderland,Outwards,Dry Bulk,85,54.9058512,-1.3828727
2002,Sunderland,Outwards,Liquid Bulk,0,54.9058512,-1.3828727
2002,Sunderland,Outwards,Other General Cargo,305,54.9058512,-1.3828727
2002,Swansea,Inwards,All Cargo,713,51.6195955,-3.9459248
2002,Swansea,Inwards,Dry Bulk,254,51.6195955,-3.9459248
2002,Swansea,Inwards,Liquid Bulk,39,51.6195955,-3.9459248
2002,Swansea,Inwards,Main Freight,21,51.6195955,-3.9459248
2002,Swansea,Inwards,Other General Cargo,398,51.6195955,-3.9459248
2002,Swansea,Inwards,Ro-Ro Non-SP,13,51.6195955,-3.9459248
2002,Swansea,Inwards,Ro-Ro Self-Prop,9,51.6195955,-3.9459248
2002,Swansea,Outwards,All Cargo,356,51.6195955,-3.9459248
2002,Swansea,Outwards,Dry Bulk,125,51.6195955,-3.9459248
2002,Swansea,Outwards,Liquid Bulk,101,51.6195955,-3.9459248
2002,Swansea,Outwards,Main Freight,18,51.6195955,-3.9459248
2002,Swansea,Outwards,Other General Cargo,112,51.6195955,-3.9459248
2002,Swansea,Outwards,Ro-Ro Non-SP,11,51.6195955,-3.9459248
2002,Swansea,Outwards,Ro-Ro Self-Prop,7,51.6195955,-3.9459248
2002,Tees & Hartlepool,Inwards,All Cargo,15963,54.6857276,-1.2093696
2002,Tees & Hartlepool,Inwards,Dry Bulk,9052,54.6857276,-1.2093696
2002,Tees & Hartlepool,Inwards,Liquid Bulk,4393,54.6857276,-1.2093696
2002,Tees & Hartlepool,Inwards,Lo-Lo,587,54.6857276,-1.2093696
2002,Tees & Hartlepool,Inwards,Main Freight,1873,54.6857276,-1.2093696
2002,Tees & Hartlepool,Inwards,Other General Cargo,412,54.6857276,-1.2093696
2002,Tees & Hartlepool,Inwards,Ro-Ro Non-SP,1269,54.6857276,-1.2093696
2002,Tees & Hartlepool,Inwards,Ro-Ro Self-Prop,250,54.6857276,-1.2093696
2002,Tees & Hartlepool,Outwards,All Cargo,34484,54.6857276,-1.2093696
2002,Tees & Hartlepool,Outwards,Dry Bulk,1104,54.6857276,-1.2093696
2002,Tees & Hartlepool,Outwards,Liquid Bulk,31322,54.6857276,-1.2093696
2002,Tees & Hartlepool,Outwards,Lo-Lo,499,54.6857276,-1.2093696
2002,Tees & Hartlepool,Outwards,Main Freight,1515,54.6857276,-1.2093696
2002,Tees & Hartlepool,Outwards,Other General Cargo,514,54.6857276,-1.2093696
2002,Tees & Hartlepool,Outwards,Ro-Ro Non-SP,998,54.6857276,-1.2093696
2002,Tees & Hartlepool,Outwards,Ro-Ro Self-Prop,47,54.6857276,-1.2093696
2002,Tyne,Inwards,All Cargo,1612,55.017031,-1.4171066
2002,Tyne,Inwards,Dry Bulk,822,55.017031,-1.4171066
2002,Tyne,Inwards,Liquid Bulk,112,55.017031,-1.4171066
2002,Tyne,Inwards,Lo-Lo,218,55.017031,-1.4171066
2002,Tyne,Inwards,Main Freight,319,55.017031,-1.4171066
2002,Tyne,Inwards,Other General Cargo,297,55.017031,-1.4171066
2002,Tyne,Inwards,Ro-Ro Non-SP,40,55.017031,-1.4171066
2002,Tyne,Inwards,Ro-Ro Self-Prop,123,55.017031,-1.4171066
2002,Tyne,Outwards,All Cargo,1043,55.017031,-1.4171066
2002,Tyne,Outwards,Dry Bulk,588,55.017031,-1.4171066
2002,Tyne,Outwards,Liquid Bulk,1,55.017031,-1.4171066
2002,Tyne,Outwards,Lo-Lo,78,55.017031,-1.4171066
2002,Tyne,Outwards,Main Freight,191,55.017031,-1.4171066
2002,Tyne,Outwards,Other General Cargo,54,55.017031,-1.4171066
2002,Tyne,Outwards,Ro-Ro Non-SP,45,55.017031,-1.4171066
2002,Tyne,Outwards,Ro-Ro Self-Prop,278,55.017031,-1.4171066
2002,Warrenpoint,Inwards,All Cargo,1243,54.0999923,-6.2512827
2002,Warrenpoint,Inwards,Dry Bulk,370,54.0999923,-6.2512827
2002,Warrenpoint,Inwards,Liquid Bulk,7,54.0999923,-6.2512827
2002,Warrenpoint,Inwards,Lo-Lo,105,54.0999923,-6.2512827
2002,Warrenpoint,Inwards,Main Freight,618,54.0999923,-6.2512827
2002,Warrenpoint,Inwards,Other General Cargo,244,54.0999923,-6.2512827
2002,Warrenpoint,Inwards,Ro-Ro Non-SP,461,54.0999923,-6.2512827
2002,Warrenpoint,Inwards,Ro-Ro Self-Prop,55,54.0999923,-6.2512827
2002,Warrenpoint,Outwards,All Cargo,583,54.0999923,-6.2512827
2002,Warrenpoint,Outwards,Dry Bulk,0,54.0999923,-6.2512827
2002,Warrenpoint,Outwards,Lo-Lo,62,54.0999923,-6.2512827
2002,Warrenpoint,Outwards,Main Freight,578,54.0999923,-6.2512827
2002,Warrenpoint,Outwards,Other General Cargo,5,54.0999923,-6.2512827
2002,Warrenpoint,Outwards,Ro-Ro Non-SP,449,54.0999923,-6.2512827
2002,Warrenpoint,Outwards,Ro-Ro Self-Prop,67,54.0999923,-6.2512827
2003,Aberdeen,Inwards,All Cargo,1794,57.143609,-2.0634873
2003,Aberdeen,Inwards,Dry Bulk,161,57.143609,-2.0634873
2003,Aberdeen,Inwards,Liquid Bulk,1103,57.143609,-2.0634873
2003,Aberdeen,Inwards,Lo-Lo,23,57.143609,-2.0634873
2003,Aberdeen,Inwards,Main Freight,95,57.143609,-2.0634873
2003,Aberdeen,Inwards,Other General Cargo,436,57.143609,-2.0634873
2003,Aberdeen,Inwards,Ro-Ro Non-SP,67,57.143609,-2.0634873
2003,Aberdeen,Inwards,Ro-Ro Self-Prop,5,57.143609,-2.0634873
2003,Aberdeen,Outwards,All Cargo,1438,57.143609,-2.0634873
2003,Aberdeen,Outwards,Dry Bulk,108,57.143609,-2.0634873
2003,Aberdeen,Outwards,Liquid Bulk,513,57.143609,-2.0634873
2003,Aberdeen,Outwards,Lo-Lo,85,57.143609,-2.0634873
2003,Aberdeen,Outwards,Main Freight,176,57.143609,-2.0634873
2003,Aberdeen,Outwards,Other General Cargo,641,57.143609,-2.0634873
2003,Aberdeen,Outwards,Ro-Ro Non-SP,89,57.143609,-2.0634873
2003,Aberdeen,Outwards,Ro-Ro Self-Prop,2,57.143609,-2.0634873
2003,Belfast,Inwards,All Cargo,9473,54.596391,-5.9301829
2003,Belfast,Inwards,Dry Bulk,2500,54.596391,-5.9301829
2003,Belfast,Inwards,Liquid Bulk,3013,54.596391,-5.9301829
2003,Belfast,Inwards,Lo-Lo,1013,54.596391,-5.9301829
2003,Belfast,Inwards,Main Freight,3397,54.596391,-5.9301829
2003,Belfast,Inwards,Other General Cargo,470,54.596391,-5.9301829
2003,Belfast,Inwards,Ro-Ro Non-SP,1528,54.596391,-5.9301829
2003,Belfast,Inwards,Ro-Ro Self-Prop,949,54.596391,-5.9301829
2003,Belfast,Outwards,All Cargo,3728,54.596391,-5.9301829
